   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, selection_cmp, selection_swaps, selection_time, merge_cmp, merge_swaps, merge_time
 393,         38499,           38111,             70,      4642,         816,          2,         77028,             385,             48,      2884,           0,          5
 394,         38817,           38428,             55,      4672,         828,          3,         77421,             391,             26,      2896,           0,          2
 395,         39153,           38763,             47,      4941,         830,          2,         77815,             392,             31,      2912,           0,          4
 396,         39259,           38868,             52,      4739,         829,          2,         78210,             390,             24,      2919,           0,          2
 397,         39562,           39170,             43,      5160,         806,          3,         78606,             392,             25,      2934,           0,          1
 398,         39955,           39562,             49,      5482,         832,          1,         79003,             397,             31,      2924,           0,          3
 399,         40252,           39858,             51,      4909,         822,          3,         79401,             393,             32,      2952,           0,          3
 400,         40513,           40118,             53,      4711,         846,          2,         79800,             394,             28,      2957,           0,          2
 401,         40634,           40238,             50,      4895,         835,          1,         80200,             391,             28,      2963,           0,          2
 402,         40717,           40320,             52,      5427,         820,          3,         80601,             398,             30,      2968,           0,          3
 403,         40951,           40553,             50,      4842,         856,          4,         81003,             399,             26,      2965,           0,          4
 404,         41354,           40956,             47,      5576,         850,          2,         81406,             396,             26,      2982,           0,          3
 405,         41362,           40963,             51,      5355,         844,          1,         81810,             397,             26,      3000,           0,          4
 406,         41431,           41031,             52,      5061,         867,          2,         82215,             402,             32,      3025,           0,          1
 407,         41509,           41108,             67,      5434,         830,          3,         82621,             400,             33,      3003,           0,          5
 408,         41828,           41426,             71,      4963,         872,          4,         83028,             406,             56,      3014,           0,          3
 409,         42131,           41728,            102,      5463,         852,          2,         83436,             405,             50,      3027,           0,          7
 410,         42475,           42071,             75,      5188,         846,          3,         83845,             402,             49,      3033,           0,          4
 411,         42871,           42466,             57,      5589,         859,          4,         84255,             401,             41,      3068,           0,          4
 412,         43063,           42657,             49,      5002,         890,          3,         84666,             400,             29,      3073,           0,          2
 413,         43172,           42765,             46,      5346,         842,          2,         85078,             404,             35,      3082,           0,          2
 414,         43199,           42791,             57,      5530,         853,          2,         85491,             408,             34,      3061,           0,          3
 415,         43481,           43072,             57,      5071,         856,          3,         85905,             411,             35,      3085,           0,          3
 416,         43544,           43134,             57,      5291,         880,          2,         86320,             413,             30,      3091,           0,          2
 417,         43648,           43237,             52,      5254,         871,          2,         86736,             410,             30,      3100,           0,          3
 418,         43872,           43460,             58,      4800,         894,          2,         87153,             411,             32,      3116,           0,          2
 419,         43979,           43566,             73,      5078,         885,          4,         87571,             412,             46,      3129,           0,          6
 420,         44099,           43685,             74,      5210,         867,          5,         87990,             411,             33,      3128,           0,          2
 421,         44243,           43828,             56,      5375,         882,          2,         88410,             412,             32,      3141,           0,          4
 422,         44443,           44027,             55,      4909,         929,          1,         88831,             418,             32,      3146,           0,          1
 423,         44572,           44155,             51,      5088,         904,          2,         89253,             416,             31,      3149,           0,          2
 424,         44961,           44543,             48,      5407,         880,          3,         89676,             414,             31,      3163,           0,          2
 425,         45218,           44799,             53,      5367,         876,          2,         90100,             418,             32,      3174,           0,          2
 426,         45420,           45000,             52,      5088,         917,          2,         90525,             419,             28,      3180,           0,          2
 427,         45482,           45061,             49,      5357,         911,          2,         90951,             420,             28,      3202,           0,          2
 428,         45531,           45109,             52,      5562,         919,          1,         91378,             422,             32,      3222,           0,          3
 429,         45699,           45276,             54,      5362,         924,          1,         91806,             423,             33,      3213,           0,          2
 430,         45713,           45289,             56,      5724,         899,          3,         92235,             424,             34,      3218,           0,          2
 431,         45755,           45330,             59,      5791,         905,          2,         92665,             425,             35,      3230,           0,          3
 432,         45808,           45382,             58,      5407,         913,          2,         93096,             425,             36,      3245,           0,          4
 433,         46132,           45705,             61,      5335,         905,          4,         93528,             425,             38,      3256,           0,          2
 434,         46327,           45899,             59,      5338,         937,          2,         93961,             427,             45,      3255,           0,          2
 435,         46383,           45954,             56,      5576,         916,          4,         94395,             426,             34,      3259,           0,          2
 436,         46533,           46103,             58,      5398,         913,          3,         94830,             427,             31,      3275,           0,          2
 437,         46714,           46283,             52,      5605,         907,          2,         95266,             428,             31,      3284,           0,          3
 438,         46827,           46395,             53,      5625,         924,          2,         95703,             432,             31,      3273,           0,          2
 439,         46950,           46517,             50,      5542,         900,          1,         96141,             432,             30,      3285,           0,          1
 440,         46984,           46550,             74,      5884,         909,          2,         96580,             431,             47,      3309,           0,          4
 441,         47226,           46791,             69,      5433,         943,          4,         97020,             434,             54,      3306,           0,          8
 442,         47280,           46844,            120,      5438,         944,          6,         97461,             435,             61,      3301,           0,          6
 443,         47294,           46857,            165,      5774,         931,          6,         97903,             436,             59,      3327,           0,          7
 444,         47481,           47043,             67,      5486,         939,          3,         98346,             438,             41,      3339,           0,          3
 445,         47907,           47468,             82,      5677,         945,          3,         98790,             438,             43,      3344,           0,          2
 446,         48298,           47858,             79,      5485,         938,          3,         99235,             437,             41,      3347,           0,          3
 447,         48726,           48285,             72,      5890,         930,          2,         99681,             440,             32,      3364,           0,          4
 448,         49080,           48638,             57,      5805,         931,          2,        100128,             444,             37,      3374,           0,          2
 449,         49407,           48964,             53,      5626,         966,          2,        100576,             445,             31,      3384,           0,          2
 450,         49779,           49335,             54,      5604,         928,          2,        101025,             440,             30,      3383,           0,          2
 451,         50229,           49784,             81,      6467,         922,          2,        101475,             441,             50,      3380,           0,          5
 452,         50238,           49792,             78,      6441,         954,          3,        101926,             441,             50,      3398,           0,          5
 453,         50362,           49915,             73,      5609,         958,          2,        102378,             448,             40,      3405,           0,          3
 454,         50539,           50091,             60,      5732,         959,          2,        102831,             445,             31,      3423,           0,          1
 455,         50705,           50256,             54,      6005,         977,          2,        103285,             448,             34,      3445,           0,          3
 456,         51056,           50606,             58,      6030,         958,          3,        103740,             446,             34,      3456,           0,          2
 457,         51376,           50925,             55,      5551,         985,          3,        104196,             446,             37,      3456,           0,          2
 458,         51488,           51036,             55,      6033,         982,          3,        104653,             451,             37,      3465,           0,          3
 459,         51930,           51477,             58,      6482,         944,          4,        105111,             453,             37,      3486,           0,          2
 460,         52211,           51757,             60,      6158,         981,          2,        105570,             453,             35,      3494,           0,          3
 461,         52312,           51857,             57,      5924,         996,          3,        106030,             455,             36,      3495,           0,          3
 462,         52337,           51881,             61,      6209,         989,          3,        106491,             457,             34,      3510,           0,          2
 463,         52799,           52343,             58,      6679,         981,          2,        106953,             460,             44,      3517,           0,          1
 464,         53153,           52696,             59,      5890,         979,          3,        107416,             461,             34,      3526,           0,          2
 465,         53192,           52734,             74,      6365,         986,          3,        107880,             461,             36,      3534,           0,          2
 466,         53218,           52759,             62,      6163,         967,          3,        108345,             460,             37,      3539,           0,          3
 467,         53227,           52767,             58,      6720,         980,          2,        108811,             462,             38,      3549,           0,          2
 468,         53438,           52977,             60,      5773,         996,          3,        109278,             463,             34,      3561,           0,          3
 469,         53485,           53023,             58,      5957,        1014,          2,        109746,             461,             40,      3569,           0,          3
 470,         53747,           53284,             60,      5852,        1010,          3,        110215,             465,             37,      3587,           0,          2
 471,         54169,           53705,             59,      5944,         997,          3,        110685,             462,             37,      3590,           0,          1
 472,         54200,           53735,             63,      6034,        1006,          2,        111156,             464,             35,      3599,           0,          3
 473,         54556,           54090,             61,      6032,        1001,          3,        111628,             461,             37,      3603,           0,          2
 474,         54867,           54400,             68,      5715,        1025,          3,        112101,             470,             36,      3621,           0,          3
 475,         55113,           54645,             60,      6162,        1011,          2,        112575,             468,             34,      3619,           0,          3
 476,         55459,           54990,             66,      6365,         998,          3,        113050,             471,             36,      3630,           0,          2
 477,         55930,           55460,             63,      6332,        1025,          2,        113526,             469,             37,      3641,           0,          2
 478,         55935,           55464,             64,      6456,        1018,          3,        114003,             469,             37,      3659,           0,          3
 479,         56222,           55750,             63,      5810,        1042,          2,        114481,             474,             41,      3669,           0,          4
 480,         56383,           55910,             71,      6433,        1024,          4,        114960,             476,             52,      3675,           0,          5
 481,         56832,           56358,             66,      6497,        1000,          3,        115440,             475,             60,      3686,           0,          2
 482,         57118,           56643,             64,      6120,        1025,          3,        115921,             475,             36,      3687,           0,          2
 483,         57196,           56720,             65,      6435,        1033,          3,        116403,             478,             37,      3687,           0,          3
 484,         57220,           56743,             63,      6350,        1029,          2,        116886,             475,             40,      3694,           0,          3
 485,         57395,           56917,             64,      6333,        1025,          8,        117370,             475,             63,      3695,           0,          2
 486,         57517,           57038,            101,      6149,        1055,          4,        117855,             479,             51,      3713,           0,          4
 487,         57601,           57121,             93,      6180,        1046,          4,        118341,             483,             46,      3716,           0,          2
 488,         57607,           57126,             65,      6434,        1038,          3,        118828,             484,             36,      3732,           0,          2
 489,         57824,           57342,             68,      6228,        1045,          5,        119316,             483,             49,      3742,           0,          2
 490,         57908,           57425,             80,      6537,        1036,          2,        119805,             485,             39,      3756,           0,          4
 491,         58281,           57797,             71,      6264,        1033,          2,        120295,             484,             39,      3769,           0,          3
 492,         58762,           58277,             67,      6924,        1015,          4,        120786,             486,             39,      3779,           0,          3
 493,         59007,           58521,             76,      6397,        1074,          3,        121278,             479,             37,      3781,           0,          3
 494,         59048,           58561,             67,      7060,        1014,          2,        121771,             485,             39,      3808,           0,          3
 495,         59234,           58746,             71,      5922,        1093,          2,        122265,             485,             40,      3812,           0,          2
 496,         59578,           59089,             66,      6005,        1058,          3,        122760,             490,             41,      3823,           0,          3
 497,         59838,           59348,             72,      6427,        1077,          3,        123256,             490,             42,      3834,           0,          3
 498,         60039,           59548,             65,      6194,        1091,          1,        123753,             488,             43,      3829,           0,          3
 499,         60278,           59786,             68,      6332,        1086,          3,        124251,             488,             42,      3835,           0,          3
 500,         60441,           59948,             69,      6406,        1052,          2,        124750,             494,             39,      3851,           0,          3
 501,         60642,           60148,             69,      6640,        1082,          2,        125250,             496,             39,      3848,           0,          3
 502,         61134,           60639,             65,      6873,        1063,          3,        125751,             496,             40,      3873,           0,          3
 503,         61179,           60683,             68,      6572,        1071,          3,        126253,             498,             43,      3873,           0,          3
 504,         61482,           60985,             70,      6398,        1092,          3,        126756,             500,             50,      3880,           0,          3
 505,         61583,           61085,             73,      6811,        1113,          3,        127260,             500,             47,      3896,           0,          2
 506,         61942,           61443,             74,      6609,        1063,          4,        127765,             501,             47,      3904,           0,          4
 507,         62295,           61795,             73,      6112,        1087,          3,        128271,             501,             45,      3911,           0,          2
 508,         62685,           62184,             69,      6534,        1108,          3,        128778,             500,             43,      3921,           0,          2
 509,         63023,           62521,             69,      6625,        1081,          2,        129286,             503,             39,      3931,           0,          2
 510,         63265,           62762,             75,      6651,        1085,          4,        129795,             504,             41,      3937,           0,          3
 511,         63291,           62787,             74,      7487,        1080,          3,        130305,             505,             41,      3948,           0,          3
 512,         63644,           63139,             71,      6420,        1113,          2,        130816,             504,             50,      3957,           0,          3
 513,         64116,           63610,             75,      6588,        1109,          2,        131328,             506,             49,      3966,           0,          3
 514,         64133,           63626,             78,      6921,        1091,          2,        131841,             508,             46,      3979,           0,          4
 515,         64411,           63903,             78,      6459,        1143,          2,        132355,             504,             49,      3992,           0,          3
 516,         64865,           64356,             81,      6757,        1104,          3,        132870,             505,             46,      3990,           0,          3
 517,         65286,           64776,             73,      6880,        1100,          3,        133386,             509,             43,      4010,           0,          2
 518,         65525,           65014,             76,      6753,        1151,          4,        133903,             511,             44,      4013,           0,          4
 519,         65633,           65121,             75,      7125,        1094,          3,        134421,             512,             45,      4008,           0,          2
 520,         66017,           65504,             82,      6838,        1095,          3,        134940,             517,             48,      4015,           0,          3
 521,         66514,           66000,             82,      7155,        1088,          5,        135460,             515,             49,      4022,           0,          4
 522,         66648,           66133,             78,      7088,        1111,          4,        135981,             517,             45,      4059,           0,          2
 523,         67065,           66549,             83,      6882,        1132,          4,        136503,             517,             48,      4062,           0,          3
 524,         67150,           66633,             76,      6788,        1143,          3,        137026,             517,             46,      4072,           0,          2
 525,         67218,           66700,            124,      6593,        1124,          5,        137550,             520,             68,      4081,           0,          3
 526,         67512,           66993,            139,      6827,        1143,          2,        138075,             519,             53,      4091,           0,          6
 527,         67993,           67473,             87,      7154,        1121,          4,        138601,             519,             53,      4100,           0,          2
 528,         68223,           67702,            123,      6767,        1165,          4,        139128,             519,             70,      4108,           0,          5
 529,         68454,           67932,            112,      6756,        1168,          3,        139656,             523,             62,      4130,           0,          3
 530,         68637,           68114,            100,      6730,        1153,          3,        140185,             523,             63,      4121,           0,          3
 531,         69139,           68615,             98,      6936,        1158,          3,        140715,             525,             56,      4131,           0,          2
 532,         69502,           68977,             95,      7033,        1165,          2,        141246,             526,             49,      4142,           0,          2
 533,         69919,           69393,             91,      6786,        1158,          2,        141778,             526,             46,      4154,           0,          3
 534,         70080,           69553,             92,      6989,        1165,          4,        142311,             527,             44,      4154,           0,          2
 535,         70591,           70063,             88,      7245,        1144,          3,        142845,             532,             54,      4152,           0,          3
 536,         70701,           70172,             85,      6613,        1189,          1,        143380,             530,             46,      4173,           0,          3
 537,         70708,           70178,             79,      7239,        1177,          3,        143916,             532,             50,      4180,           0,          2
 538,         70864,           70333,             85,      7836,        1177,          4,        144453,             530,             47,      4189,           0,          3
 539,         71311,           70779,             91,      7227,        1176,          3,        144991,             530,             44,      4205,           0,          2
 540,         71551,           71018,             78,      6767,        1190,          3,        145530,             535,             47,      4225,           0,          5
 541,         71690,           71156,             82,      6957,        1168,          2,        146070,             537,             46,      4243,           0,          3
 542,         72072,           71537,             94,      6969,        1172,          2,        146611,             538,             53,      4228,           0,          2
 543,         72551,           72015,             88,      6940,        1176,          3,        147153,             533,             47,      4252,           0,          2
 544,         72660,           72123,             85,      7137,        1172,          4,        147696,             539,             50,      4261,           0,          3
 545,         73016,           72478,             87,      7286,        1217,          2,        148240,             537,             51,      4271,           0,          4
 546,         73377,           72838,             85,      6849,        1208,          3,        148785,             541,             47,      4268,           0,          2
 547,         73392,           72852,             81,      7126,        1226,          4,        149331,             541,             52,      4288,           0,          4
 548,         73399,           72858,             80,      7463,        1176,          2,        149878,             541,             55,      4299,           0,          3
 549,         73823,           73281,             92,      6987,        1220,          5,        150426,             541,             52,      4304,           0,          2
 550,         74018,           73475,             87,      7159,        1204,          3,        150975,             541,             53,      4318,           0,          3
 551,         74291,           73747,             89,      7336,        1213,          4,        151525,             544,             69,      4323,           0,          3
 552,         74371,           73826,             91,      7280,        1195,          2,        152076,             544,             51,      4339,           0,          3
 553,         74564,           74018,             84,      6937,        1224,          3,        152628,             545,             51,      4342,           0,          4
 554,         74914,           74367,             97,      6978,        1216,          2,        153181,             549,             62,      4334,           0,          3
 555,         75396,           74848,             96,      7252,        1209,          2,        153735,             547,             50,      4358,           0,          3
 556,         75576,           75027,            100,      7208,        1216,          3,        154290,             548,             50,      4360,           0,          2
 557,         76119,           75569,            112,      7428,        1221,          2,        154846,             547,             69,      4372,           0,          6
 558,         76129,           75578,            108,      7586,        1220,          8,        155403,             548,             78,      4376,           0,          7
 559,         76681,           76129,             92,      7803,        1231,          4,        155961,             556,             54,      4377,           0,          5
 560,         76863,           76310,            101,      7067,        1239,          4,        156520,             553,             61,      4387,           0,          4
 561,         77067,           76513,            105,      7318,        1236,          3,        157080,             549,             53,      4395,           0,          5
 562,         77201,           76646,             93,      7301,        1223,          3,        157641,             554,             63,      4417,           0,          4
 563,         77480,           76924,             85,      7482,        1258,          2,        158203,             555,             55,      4430,           0,          5
 564,         77896,           77339,            118,      7856,        1212,          3,        158766,             559,             59,      4434,           0,          3
 565,         78429,           77871,            103,      7547,        1246,          3,        159330,             561,             63,      4444,           0,          4
 566,         78465,           77906,             96,      7679,        1249,          3,        159895,             562,             65,      4463,           0,          3
 567,         78692,           78132,             91,      7160,        1268,          3,        160461,             560,             57,      4475,           0,          3
 568,         78735,           78174,            100,      8251,        1229,          5,        161028,             564,             56,      4470,           0,          5
 569,         79248,           78686,            103,      8148,        1221,          3,        161596,             563,             57,      4480,           0,          3
 570,         79483,           78920,             98,      7247,        1262,          3,        162165,             561,             55,      4511,           0,          3
 571,         79918,           79354,             92,      7654,        1230,          3,        162735,             561,             74,      4539,           0,          4
 572,         80441,           79876,             93,      7493,        1254,          4,        163306,             568,             74,      4538,           0,          4
 573,         80799,           80233,            114,      7579,        1255,          5,        163878,             566,             71,      4556,           0,          3
 574,         81321,           80754,            103,      7776,        1245,          4,        164451,             563,             58,      4547,           0,          2
 575,         81779,           81211,            114,      7585,        1246,          4,        165025,             567,             62,      4548,           0,          6
 576,         82153,           81584,            106,      7138,        1293,          4,        165600,             571,             60,      4559,           0,          2
 577,         82670,           82100,            116,      7788,        1267,          3,        166176,             570,             63,      4561,           0,          3
 578,         83164,           82593,            122,      7511,        1263,          4,        166753,             572,             70,      4578,           0,          7
 579,         83188,           82616,            128,      8600,        1261,          5,        167331,             573,             69,      4598,           0,          5
 580,         83543,           82970,            116,      7881,        1278,          6,        167910,             575,             67,      4599,           0,          4
 581,         83801,           83227,            119,      7422,        1293,          4,        168490,             571,             68,      4616,           0,          4
 582,         84361,           83786,            116,      8063,        1282,          4,        169071,             577,             67,      4618,           0,          3
 583,         84648,           84072,            116,      7718,        1283,          3,        169653,             577,             65,      4641,           0,          6
 584,         84660,           84083,            156,      8727,        1253,          4,        170236,             576,            210,      4656,           0,          7
 585,         84829,           84251,            417,      7585,        1316,          9,        170820,             573,            103,      4660,           0,          3
 586,         85383,           84804,            129,      8506,        1249,          3,        171405,             578,            139,      4677,           0,         10
 587,         85563,           84983,            161,      7476,        1325,          3,        171991,             579,             80,      4661,           0,          6
 588,         85869,           85288,            125,      7433,        1325,          2,        172578,             582,             78,      4679,           0,          4
 589,         85964,           85382,            119,      7838,        1309,          3,        173166,             583,             78,      4698,           0,          5
 590,         86545,           85962,            174,      8096,        1291,          8,        173755,             584,             66,      4690,           0,          5
 591,         86889,           86305,            121,      7878,        1333,          4,        174345,             586,             65,      4695,           0,          3
 592,         87434,           86849,            112,      8106,        1271,          4,        174936,             583,             77,      4702,           0,          3
 593,         88020,           87434,            128,      7850,        1330,          4,        175528,             586,             73,      4719,           0,          3
 594,         88607,           88020,            139,      8087,        1328,          7,        176121,             590,             93,      4717,           0,          7
 595,         88848,           88260,            170,      8077,        1299,          4,        176715,             590,            102,      4727,           0,          7
 596,         89092,           88503,            190,      7819,        1333,          7,        177310,             587,            108,      4734,           0,          8
 597,         89542,           88952,            147,      7429,        1326,          6,        177906,             590,             69,      4739,           0,          5
 598,         89606,           89015,            134,      8020,        1336,          6,        178503,             591,             83,      4773,           0,          3
 599,         90146,           89554,            123,      7984,        1345,          5,        179101,             592,             68,      4785,           0,          5
 600,         90335,           89742,            127,      8634,        1307,          4,        179700,             594,             62,      4784,           0,          5
 601,         90453,           89859,            119,      8073,        1354,          3,        180300,             594,             66,      4802,           0,          3
 602,         91004,           90409,            121,      8540,        1331,          4,        180901,             597,             67,      4790,           0,          8
 603,         91169,           90573,            121,      8296,        1347,          3,        181503,             596,             81,      4826,           0,          3
 604,         91532,           90935,            111,      8244,        1327,          5,        182106,             601,             95,      4820,           0,          6
 605,         91625,           91027,            175,      8193,        1352,          4,        182710,             599,            109,      4825,           0,          3
 606,         91984,           91385,            144,      7756,        1379,          3,        183315,             599,             64,      4851,           0,          5
 607,         92069,           91469,            122,      8155,        1340,          4,        183921,             600,             83,      4868,           0,          5
 608,         92359,           91758,            137,      7939,        1366,          4,        184528,             604,            102,      4877,           0,          7
 609,         92845,           92243,            255,      8635,        1303,          6,        185136,             598,             97,      4886,           0,          8
 610,         93129,           92526,            259,      8013,        1377,          4,        185745,             596,             87,      4892,           0,          4
 611,         93522,           92918,            149,      7890,        1345,          9,        186355,             608,            136,      4893,           0,          4
 612,         93986,           93381,            148,      8258,        1351,          4,        186966,             603,             73,      4914,           0,          5
 613,         94534,           93928,            119,      8193,        1404,          6,        187578,             607,             70,      4923,           0,          5
 614,         94804,           94197,            154,      8155,        1373,          5,        188191,             607,             77,      4933,           0,          4
 615,         95077,           94469,            140,      8026,        1378,          4,        188805,             605,             96,      4924,           0,          6
 616,         95460,           94851,            150,      8147,        1382,          7,        189420,             609,             80,      4914,           0,          7
 617,         96021,           95411,            142,      8134,        1377,          5,        190036,             611,             69,      4937,           0,          5
 618,         96432,           95821,            134,      7952,        1378,          3,        190653,             609,             78,      4954,           0,          3
 619,         96635,           96023,            131,      7907,        1401,          4,        191271,             613,             77,      4984,           0,          3
 620,         96646,           96033,            128,      8898,        1352,          6,        191890,             613,             82,      4983,           0,          5
 621,         96968,           96354,            133,      8190,        1419,          4,        192510,             617,             73,      4981,           0,          3
 622,         97064,           96449,            123,      8389,        1379,          3,        193131,             617,             74,      4993,           0,          5
 623,         97511,           96895,            134,      8360,        1380,          5,        193753,             618,             70,      5010,           0,          5
 624,         97696,           97079,            125,      7959,        1417,          3,        194376,             618,             92,      5024,           0,          8
 625,         98147,           97529,            209,      8019,        1420,          8,        195000,             618,            116,      5031,           0,         15
 626,         98681,           98062,            150,      8444,        1411,          4,        195625,             622,             72,      5031,           0,          4
 627,         98758,           98138,            131,      8292,        1414,          4,        196251,             620,             77,      5039,           0,          5
 628,         98851,           98230,            133,      9070,        1365,          6,        196878,             622,             76,      5045,           0,          3
 629,         99176,           98554,            125,      8475,        1405,          4,        197506,             622,             77,      5070,           0,          5
 630,         99581,           98958,            134,      8564,        1398,          3,        198135,             621,             71,      5077,           0,          6
 631,         99958,           99334,            122,      8326,        1414,          3,        198765,             627,             83,      5075,           0,          8
 632,        100110,           99485,            132,      9099,        1394,          5,        199396,             625,             76,      5095,           0,          4
 633,        100431,           99805,            137,      8536,        1424,          4,        200028,             631,             72,      5103,           0,          6
 634,        100917,          100290,            159,      8907,        1392,          6,        200661,             625,             82,      5105,           0,          3
 635,        101111,          100483,            138,      8616,        1440,          6,        201295,             625,             86,      5118,           0,          6
 636,        101651,          101022,            133,      8784,        1405,          4,        201930,             629,             80,      5134,           0,          6
 637,        101765,          101135,            144,      8876,        1405,          4,        202566,             628,             77,      5140,           0,          6
 638,        102066,          101435,            143,      8606,        1440,          7,        203203,             630,             81,      5165,           0,          5
 639,        102544,          101912,            139,      8946,        1397,          5,        203841,             631,             73,      5167,           0,          4
 640,        102630,          101997,            141,      8642,        1442,          4,        204480,             634,             75,      5179,           0,          3
 641,        102873,          102239,            134,      8497,        1459,          4,        205120,             636,             77,      5188,           0,          5
 642,        103274,          102639,            136,      8523,        1468,          3,        205761,             635,             76,      5202,           0,          5
 643,        103632,          102996,            133,      8552,        1444,          3,        206403,             632,             74,      5209,           0,          4
 644,        103654,          103017,            146,      9227,        1429,          3,        207046,             633,             78,      5214,           0,          4
 645,        103720,          103082,            135,      8848,        1473,          4,        207690,             640,             77,      5225,           0,          6
 646,        104154,          103515,            166,      8545,        1457,          6,        208335,             636,            124,      5219,           0,          6
 647,        104755,          104115,            205,     10080,        1401,          6,        208981,             639,             81,      5236,           0,          4
 648,        105020,          104379,            142,      8665,        1461,          3,        209628,             641,             80,      5244,           0,          4
 649,        105338,          104696,            135,      8943,        1482,          3,        210276,             645,             79,      5263,           0,          7
 650,        105345,          104702,            154,      9299,        1482,          5,        210925,             647,             76,      5261,           0,          5
 651,        105740,          105096,            141,      9046,        1436,          5,        211575,             643,             88,      5286,           0,          3
 652,        106040,          105395,            143,      8634,        1480,          3,        212226,             646,             85,      5289,           0,          7
 653,        106492,          105846,            150,      9217,        1461,          4,        212878,             645,             79,      5285,           0,          4
 654,        106565,          105918,            139,      8898,        1457,          5,        213531,             651,             73,      5301,           0,          4
 655,        106733,          106085,            135,      9011,        1497,          4,        214185,             652,             74,      5319,           0,          6
 656,        107330,          106681,            133,      9085,        1479,          5,        214840,             643,             85,      5332,           0,          3
 657,        107756,          107106,            146,      8868,        1519,          5,        215496,             648,             88,      5342,           0,          3
 658,        108013,          107362,            140,      8782,        1487,          3,        216153,             648,             82,      5342,           0,          3
 659,        108217,          107565,            142,      9439,        1457,          4,        216811,             649,             79,      5335,           0,          3
 660,        108454,          107801,            150,      9111,        1462,          4,        217470,             648,             82,      5346,           0,          5
 661,        108557,          107903,            147,      9608,        1436,          3,        218130,             650,             89,      5349,           0,          6
 662,        108768,          108113,            143,      9600,        1477,          4,        218791,             655,             84,      5363,           0,          7
 663,        109220,          108564,            156,      9542,        1451,          6,        219453,             657,             85,      5388,           0,          5
 664,        109258,          108601,            150,      9747,        1472,          4,        220116,             658,             86,      5392,           0,          6
 665,        109361,          108703,            149,      9557,        1455,          5,        220780,             657,             78,      5416,           0,          5
 666,        109840,          109181,            131,      9309,        1492,          4,        221445,             654,            105,      5411,           0,          5
 667,        109949,          109289,            249,      9848,        1470,          9,        222111,             660,            122,      5423,           0,          5
 668,        110130,          109469,            160,      9154,        1516,          4,        222778,             661,             96,      5429,           0,          4
 669,        110732,          110070,            155,      9597,        1489,          4,        223446,             662,             99,      5437,           0,          4
 670,        110869,          110206,            158,      9350,        1491,          5,        224115,             662,             93,      5462,           0,          9
 671,        111244,          110580,            159,      9186,        1525,          5,        224785,             661,             79,      5468,           0,          7
 672,        111617,          110952,            168,      8898,        1535,          5,        225456,             663,             85,      5481,           0,          5
 673,        111738,          111072,            155,      9490,        1529,          5,        226128,             666,             94,      5495,           0,          6
 674,        111773,          111106,            151,      9961,        1497,          5,        226801,             668,             99,      5496,           0,          5
 675,        111774,          111106,            148,     10635,        1498,          6,        227475,             668,             94,      5513,           0,          4
 676,        112127,          111458,            156,      9203,        1524,          4,        228150,             665,             93,      5509,           0,          4
 677,        112295,          111625,            163,      9711,        1514,          5,        228826,             670,             95,      5525,           0,          5
 678,        112372,          111701,            284,      9622,        1525,         10,        229503,             672,            196,      5535,           0,         25
 679,        112795,          112123,            288,      9286,        1555,          4,        230181,             672,            123,      5531,           0,          7
 680,        113421,          112748,            170,      9335,        1527,          3,        230860,             670,             90,      5547,           0,          5
 681,        113963,          113289,            174,      9386,        1535,          3,        231540,             679,             96,      5558,           0,          4
 682,        114072,          113397,            167,      9100,        1549,          5,        232221,             676,            101,      5550,           0,          6
 683,        114639,          113963,            306,      8892,        1552,          6,        232903,             678,            215,      5602,           0,         17
 684,        114762,          114085,            248,      9856,        1528,          5,        233586,             679,             88,      5605,           0,          5
 685,        114953,          114275,            164,     10096,        1540,          7,        234270,             677,            104,      5619,           0,          5
 686,        115095,          114416,            217,     10438,        1532,          8,        234955,             678,            140,      5628,           0,          7
 687,        115512,          114832,            236,      9178,        1581,          8,        235641,             678,            131,      5611,           0,          6
 688,        115868,          115187,            161,      9440,        1585,          4,        236328,             681,             93,      5625,           0,          5
 689,        115885,          115203,            155,     10533,        1568,          4,        237016,             681,            117,      5641,           0,          9
 690,        115963,          115280,            166,      9782,        1567,          3,        237705,             682,            103,      5656,           0,          6
 691,        116531,          115847,            163,      9571,        1553,          3,        238395,             688,             84,      5686,           0,          5
 692,        116627,          115942,            172,     10009,        1568,         11,        239086,             687,            206,      5681,           0,         33
 693,        117231,          116545,            295,      9503,        1577,          7,        239778,             684,            111,      5693,           0,          7
 694,        117646,          116959,            173,      9512,        1560,          6,        240471,             688,             97,      5673,           0,          5
 695,        117673,          116985,            181,     10757,        1541,          6,        241165,             692,            186,      5692,           0,         17
 696,        117729,          117040,            390,     10644,        1548,          5,        241860,             691,            124,      5707,           0,          8
 697,        118198,          117508,            283,      9546,        1605,          8,        242556,             691,            209,      5719,           0,          9
 698,        118329,          117638,            405,      9946,        1538,          6,        243253,             687,            118,      5757,           0,          5
 699,        118606,          117914,            199,      9712,        1571,          9,        243951,             692,            138,      5737,           0,          7
 700,        118708,          118015,            295,      9932,        1587,          9,        244650,             693,            136,      5765,           0,          7
 701,        118739,          118045,            168,      9921,        1552,          4,        245350,             693,            106,      5769,           0,          4
 702,        119102,          118407,            180,      9785,        1624,          4,        246051,             692,            102,      5774,           0,          8
 703,        119269,          118573,            158,     10226,        1552,          6,        246753,             695,             94,      5794,           0,          5
